Applicant_ID,Gender,Age,Marital_Status,Dependents,Education,Employment_Status,Occupation_Type,Residential_Status,City/Town,Annual_Income,Monthly_Expenses,Credit_Score,Existing_Loans,Total_Existing_Loan_Amount,Outstanding_Debt,Loan_History,Loan_Amount_Requested,Loan_Term,Loan_Purpose,Interest_Rate,Loan_Type,Co-Applicant,Bank_Account_History,Transaction_Frequency,Default_Risk,Loan_Approval_Status
7124,Female,27,Married,3,Postgraduate,Self-Employed,Business,Own,Urban,20665,2157,570,0,5415,4894,0,7123,154,Home,5.42,Secured,Yes,7,18,0.63,0
7125,Female,26,Divorced,0,Postgraduate,Employed,Freelancer,Own,Urban,123752,3769,828,1,41359,5664,0,36568,165,Personal,4.47,Unsecured,No,1,29,0.42,1
7126,Female,39,Single,0,Postgraduate,Employed,Salaried,Own,Urban,74024,3565,803,0,44972,20309,0,21091,83,Home,6.37,Secured,Yes,5,6,0.37,1
7127,Female,44,Single,1,Graduate,Self-Employed,Salaried,Own,Urban,65099,1869,797,1,6429,5913,0,20000,226,Personal,11.2,Unsecured,Yes,5,5,0.97,1
7128,Male,40,Married,2,Graduate,Unemployed,Freelancer,Rent,Urban,76279,2584,729,2,32131,17435,0,20075,233,Education,13.42,Unsecured,No,4,28,0.98,0
7129,Female,34,Married,3,Postgraduate,Self-Employed,Salaried,Own,Urban,83037,4720,728,0,32273,4479,0,20121,89,Education,7.95,Secured,Yes,6,14,0.82,1
7130,Male,62,Married,0,High School,Unemployed,Freelancer,Own,Urban,41127,4325,413,0,6979,1449,0,13902,75,Vehicle,14.72,Unsecured,Yes,7,5,0.55,0
7131,Female,35,Single,1,Graduate,Self-Employed,Business,Other,Suburban,74782,934,744,0,25522,16922,0,20125,195,Personal,10.81,Unsecured,Yes,3,14,0.89,1
7132,Female,49,Married,2,High School,Employed,Professional,Own,Urban,68858,3890,743,0,24053,29023,0,20398,132,Education,6.56,Secured,No,8,6,0.52,0
7133,Female,40,Single,1,Graduate,Employed,Freelancer,Rent,Suburban,112891,4106,827,1,37244,17765,0,29910,140,Education,5.84,Secured,Yes,3,10,0.19,1
7134,Male,38,Married,3,Postgraduate,Unemployed,Professional,Own,Urban,70639,1135,754,2,5122,5807,0,20384,31,Home,6.55,Unsecured,No,4,15,0.68,1
7135,Female,32,Married,2,Graduate,Unemployed,Business,Own,Suburban,147454,2335,722,0,19043,17764,0,25620,60,Personal,13.39,Unsecured,Yes,2,18,0.97,0
7136,Male,68,Married,0,Graduate,Employed,Salaried,Rent,Suburban,54535,2476,582,2,18493,21717,0,12644,195,Home,13.24,Secured,No,7,12,0.94,0
7137,Female,51,Married,0,High School,Self-Employed,Business,Own,Urban,51471,622,494,0,1534,13796,0,18796,114,Vehicle,8.65,Unsecured,Yes,9,24,0.46,0
7138,Female,28,Single,3,Graduate,Employed,Salaried,Own,Suburban,128602,1779,788,2,48304,4984,0,22801,143,Home,12.48,Secured,Yes,2,6,0.51,1
7139,Male,42,Single,1,High School,Employed,Business,Rent,Rural,144908,1709,725,2,33683,24380,0,42823,84,Home,9.17,Unsecured,Yes,4,7,0.94,1
7140,Male,40,Single,3,High School,Employed,Business,Rent,Urban,69927,665,705,2,10835,20773,1,20905,202,Vehicle,10.15,Unsecured,No,5,8,0.24,1
7141,Female,24,Married,1,Postgraduate,Employed,Salaried,Other,Urban,69693,2922,509,0,49036,1358,0,5902,226,Home,9.08,Secured,No,4,7,0.88,1
7142,Female,34,Divorced,3,Graduate,Employed,Professional,Rent,Urban,70655,1943,748,2,6640,26498,0,20472,47,Personal,9.81,Unsecured,Yes,6,15,0.39,1
7143,Female,55,Single,0,High School,Unemployed,Freelancer,Own,Urban,68017,4304,343,1,1777,294,0,22523,88,Home,9.4,Unsecured,No,6,24,0.53,0
7144,Female,25,Married,1,Graduate,Employed,Salaried,Rent,Suburban,67106,3252,801,0,5384,2313,1,20068,211,Education,9.71,Secured,Yes,3,27,0.91,1
7145,Male,67,Single,2,High School,Self-Employed,Professional,Rent,Rural,56144,1005,476,1,40721,13690,1,11430,38,Education,6.88,Unsecured,Yes,6,18,0.17,1
7146,Female,63,Married,2,Graduate,Self-Employed,Salaried,Rent,Rural,38323,1766,452,2,45225,5265,0,12815,101,Home,7.43,Secured,Yes,2,25,0.81,0
7147,Male,41,Married,3,Graduate,Employed,Freelancer,Own,Urban,65927,1961,419,1,2402,26242,0,21329,59,Home,8,Secured,No,2,23,0.7,0
7148,Male,34,Single,2,Postgraduate,Unemployed,Salaried,Own,Rural,68069,4451,709,1,48671,9857,0,20009,86,Personal,7.4,Unsecured,No,8,28,0.67,1
7149,Female,48,Divorced,0,Graduate,Self-Employed,Freelancer,Own,Suburban,130251,4431,737,0,22373,10614,0,28360,177,Home,8.9,Secured,No,5,28,0.4,1
7150,Male,37,Married,3,High School,Employed,Freelancer,Own,Urban,84442,3978,836,2,30547,16888,0,25241,194,Personal,5.04,Unsecured,No,7,12,0.22,0
7151,Female,55,Single,2,Graduate,Unemployed,Salaried,Own,Rural,42220,1315,553,2,38572,4029,0,5655,168,Home,5.62,Secured,No,8,26,0.56,0
7152,Female,34,Married,3,High School,Self-Employed,Freelancer,Rent,Urban,51940,3540,710,2,45892,2497,0,20000,229,Personal,9.2,Unsecured,Yes,2,10,0.86,0
7153,Male,43,Single,0,High School,Employed,Business,Rent,Urban,26251,2739,557,2,6063,3081,0,7189,222,Vehicle,7.69,Unsecured,Yes,4,21,0.26,0
7154,Male,19,Single,3,High School,Employed,Professional,Own,Urban,22077,771,326,0,9885,2235,1,7281,89,Vehicle,7.71,Secured,Yes,4,8,0.04,0
7155,Female,25,Married,1,Graduate,Self-Employed,Freelancer,Own,Urban,50619,779,747,2,36888,26383,0,20000,136,Home,14.82,Secured,No,1,26,0.55,1
7156,Female,45,Single,3,Graduate,Unemployed,Freelancer,Own,Suburban,45443,646,402,1,14184,2721,0,12017,19,Home,9.88,Unsecured,No,5,17,0.42,0
7157,Male,30,Single,1,High School,Employed,Business,Own,Urban,66625,1516,743,1,10729,19528,0,20000,85,Personal,5.53,Secured,No,4,11,0.73,1
7158,Male,43,Single,1,Graduate,Employed,Salaried,Rent,Urban,103267,2950,770,1,2880,19447,0,24736,220,Home,14.98,Secured,No,3,17,0.72,0
7159,Male,41,Single,3,Postgraduate,Employed,Freelancer,Own,Rural,119665,3833,713,1,25004,10381,0,27935,45,Home,10.95,Unsecured,No,9,27,0.58,1
7160,Female,25,Married,3,Graduate,Employed,Freelancer,Rent,Urban,119023,1452,776,1,12604,1972,0,21185,57,Vehicle,6.9,Secured,Yes,4,8,0.03,0
7161,Female,32,Single,0,High School,Self-Employed,Professional,Own,Suburban,48880,4357,432,0,25335,211,1,12126,119,Home,11.28,Secured,No,6,20,0.36,0
7162,Male,38,Single,2,Postgraduate,Unemployed,Salaried,Own,Rural,80056,2789,786,1,28262,20698,1,21610,152,Home,14.58,Unsecured,Yes,4,13,0.87,1
7163,Female,27,Married,1,Graduate,Employed,Professional,Own,Urban,80245,3058,817,0,36280,3909,1,23951,232,Home,7.5,Secured,No,8,19,0.76,1
7164,Female,34,Single,2,High School,Self-Employed,Freelancer,Own,Urban,109202,3683,722,0,42132,23204,0,27651,154,Personal,5.93,Secured,No,6,23,0.59,0
7165,Male,46,Single,3,Postgraduate,Employed,Salaried,Rent,Urban,67206,1808,401,2,44029,29115,1,20657,135,Home,14.36,Secured,Yes,3,14,0.18,0
7166,Male,31,Single,2,Graduate,Employed,Business,Other,Suburban,126156,1941,738,1,5302,17786,0,25214,199,Education,8.54,Secured,No,4,25,0.9,0
7167,Male,67,Divorced,2,Graduate,Unemployed,Professional,Other,Urban,32077,4286,533,2,44479,2118,0,7893,93,Vehicle,8.07,Secured,Yes,8,14,0.85,0
7168,Female,28,Married,3,High School,Employed,Salaried,Own,Urban,146567,4970,778,0,6264,26287,0,38447,27,Vehicle,12.76,Unsecured,No,2,15,0.54,0
7169,Female,44,Married,1,High School,Self-Employed,Freelancer,Other,Urban,63433,2976,727,0,47703,17006,0,20000,139,Vehicle,11.48,Unsecured,No,8,23,0.47,1
7170,Male,36,Divorced,3,Graduate,Self-Employed,Professional,Other,Urban,63137,1490,831,2,16852,4213,0,20000,239,Home,7.19,Unsecured,Yes,1,28,0.01,1
7171,Female,46,Single,1,High School,Self-Employed,Business,Own,Urban,109886,4164,812,2,12772,27301,0,30449,52,Education,14.87,Unsecured,Yes,0,25,0.23,1
7172,Female,48,Married,1,Graduate,Employed,Freelancer,Other,Urban,48371,4702,484,0,42793,21548,0,16790,67,Vehicle,14.68,Secured,Yes,0,7,0.48,1
7173,Male,31,Married,3,High School,Self-Employed,Business,Own,Urban,127627,1482,734,2,37304,14829,1,26029,40,Home,4.12,Unsecured,No,0,25,0.68,1
7174,Male,31,Single,0,Graduate,Self-Employed,Freelancer,Own,Urban,57798,4238,358,1,45163,27704,0,22774,151,Home,12.33,Unsecured,No,4,9,0.88,0
7175,Female,26,Married,3,Postgraduate,Unemployed,Professional,Own,Urban,82328,964,849,2,29405,29556,0,22567,213,Home,8.13,Secured,No,5,6,0.95,1
7176,Female,41,Single,1,Graduate,Employed,Business,Own,Urban,87809,4290,762,2,9957,11024,0,26005,210,Vehicle,7.51,Unsecured,Yes,2,7,0.66,0
7177,Female,23,Single,2,Postgraduate,Employed,Business,Own,Urban,69635,3430,380,1,29228,25388,0,7106,199,Home,7.1,Secured,Yes,0,17,0.41,0
7178,Male,36,Single,2,High School,Unemployed,Business,Own,Urban,26502,4080,492,2,30475,21527,0,7830,47,Home,14.73,Unsecured,Yes,5,19,0.1,0
7179,Female,30,Single,0,Graduate,Employed,Professional,Own,Suburban,54611,3471,832,0,18038,26659,0,20000,239,Education,11.71,Secured,No,1,8,0.82,0
7180,Female,26,Married,2,Postgraduate,Self-Employed,Salaried,Rent,Suburban,98714,2501,792,0,39250,20477,0,20441,17,Education,9.06,Unsecured,No,6,26,0.18,0
7181,Female,37,Married,3,Graduate,Unemployed,Freelancer,Own,Suburban,101899,1222,756,0,44054,5787,0,26824,208,Vehicle,3.96,Secured,Yes,5,21,0.42,1
7182,Male,47,Single,0,High School,Employed,Business,Rent,Suburban,70258,1025,751,2,6477,18680,0,20614,218,Home,11.89,Secured,No,5,27,0.08,1
7183,Female,64,Married,0,High School,Unemployed,Business,Own,Urban,44165,3034,570,1,15785,27394,0,8368,222,Education,12.1,Secured,No,0,24,0.37,0
7184,Female,27,Married,0,Postgraduate,Unemployed,Professional,Own,Urban,53432,2135,365,0,30495,11500,1,11105,35,Personal,11.7,Unsecured,No,3,8,0.49,0
7185,Female,32,Single,1,High School,Unemployed,Salaried,Own,Suburban,98865,670,822,2,6683,23411,0,26501,168,Education,12.7,Secured,Yes,2,6,0.88,1
7186,Male,22,Married,2,Graduate,Employed,Business,Own,Urban,28656,2348,543,2,12415,2792,1,5040,76,Home,5.2,Secured,No,3,18,0.16,1
7187,Male,38,Married,2,Postgraduate,Unemployed,Professional,Rent,Urban,135332,4512,700,0,48444,8420,0,29607,198,Personal,11.43,Unsecured,Yes,4,20,0.41,0
7188,Female,49,Married,2,High School,Self-Employed,Salaried,Own,Urban,109267,2150,790,2,12509,18069,0,25853,48,Home,4.76,Unsecured,No,8,17,0.89,1
7189,Female,30,Married,2,High School,Employed,Business,Own,Suburban,111758,717,846,0,16892,8220,0,27151,134,Home,7.96,Unsecured,No,6,11,0.24,1
7190,Male,36,Married,2,High School,Employed,Freelancer,Rent,Urban,147271,1335,789,2,21982,16333,1,36763,155,Education,10.35,Secured,No,1,27,0.62,1
7191,Female,27,Married,1,Graduate,Employed,Professional,Rent,Suburban,126758,1656,839,2,28300,19305,0,35525,42,Education,13.98,Secured,Yes,1,26,0.46,1
7192,Female,39,Married,1,High School,Unemployed,Business,Own,Urban,132903,4923,751,0,40148,5796,0,23880,18,Vehicle,8.86,Unsecured,Yes,6,29,0.39,1
7193,Male,42,Single,3,Postgraduate,Employed,Business,Own,Urban,56990,4807,846,2,23521,19202,0,20000,118,Personal,12.26,Unsecured,No,2,17,0.05,1
7194,Male,47,Single,1,High School,Employed,Freelancer,Own,Rural,145741,4788,838,2,22336,6913,0,22552,180,Home,13.03,Unsecured,Yes,2,9,0.34,1
7195,Female,18,Married,0,Postgraduate,Employed,Business,Rent,Urban,31899,1343,473,0,738,4042,0,5846,200,Vehicle,6.3,Unsecured,Yes,8,18,0.19,0
7196,Male,39,Married,3,Postgraduate,Employed,Professional,Other,Suburban,110179,4553,723,1,40059,17135,0,30095,147,Vehicle,4.65,Secured,No,6,22,0.6,1
7197,Female,41,Married,2,High School,Employed,Freelancer,Own,Urban,118116,1535,731,1,17920,29977,0,22512,73,Home,3.95,Unsecured,No,4,22,0.97,1
7198,Male,57,Married,0,Graduate,Employed,Freelancer,Own,Rural,60996,2142,389,1,12217,18414,0,12983,134,Home,14.73,Unsecured,No,7,7,0.38,0
7199,Male,30,Married,2,High School,Employed,Business,Own,Suburban,33547,571,461,0,43967,7435,0,6845,237,Education,5.15,Unsecured,No,7,10,0.8,0
7200,Female,55,Single,3,Graduate,Self-Employed,Salaried,Rent,Suburban,60140,4347,457,0,13187,25955,1,9415,194,Home,9.89,Secured,Yes,2,5,0.5,0
7201,Male,38,Married,0,High School,Self-Employed,Business,Own,Urban,118152,3223,840,0,39779,28454,0,29274,218,Education,4.27,Unsecured,No,4,20,0.34,1
7202,Male,43,Married,1,High School,Employed,Professional,Own,Suburban,81809,2750,822,0,49207,20986,0,23830,27,Home,4.88,Unsecured,Yes,8,10,0.85,1
7203,Female,33,Married,0,Graduate,Employed,Business,Own,Suburban,128540,1640,774,1,24151,9595,0,25696,171,Education,4.18,Unsecured,Yes,5,23,0.9,0
7204,Female,25,Married,0,High School,Unemployed,Professional,Rent,Rural,85389,4708,708,0,28172,12161,0,22215,95,Home,4.43,Secured,No,3,7,0.5,1
7205,Female,50,Married,3,High School,Employed,Salaried,Own,Urban,25912,2983,498,1,33677,10234,1,9163,37,Education,3.57,Secured,No,0,20,0.6,1
7206,Female,37,Single,2,Graduate,Employed,Salaried,Own,Urban,142025,4355,721,2,35565,29787,0,27403,143,Vehicle,4.5,Secured,Yes,5,23,0.13,0
7207,Male,31,Single,1,High School,Employed,Freelancer,Own,Suburban,114734,1945,813,0,23287,8735,0,32273,100,Vehicle,10.65,Secured,Yes,4,26,0.31,1
7208,Female,25,Divorced,1,High School,Self-Employed,Business,Own,Suburban,68216,2718,806,2,31988,8393,0,20389,14,Home,11.73,Unsecured,Yes,0,15,0.34,1
7209,Female,28,Single,3,High School,Employed,Professional,Rent,Urban,56089,4488,731,2,26176,20505,0,20000,47,Personal,10.87,Secured,No,7,10,0.15,1
7210,Male,35,Married,1,Postgraduate,Self-Employed,Business,Own,Urban,46209,1741,438,2,31342,22878,0,8457,135,Vehicle,12.94,Secured,No,3,7,0.7,0
7211,Female,49,Married,0,Graduate,Self-Employed,Freelancer,Own,Urban,96275,966,834,0,43916,25087,1,28168,171,Personal,12.82,Unsecured,Yes,0,27,0.33,1
7212,Male,27,Married,2,Graduate,Employed,Salaried,Rent,Suburban,68027,1668,822,1,30773,20385,0,20226,51,Home,13.33,Unsecured,No,3,15,0.83,1
7213,Male,46,Married,3,High School,Employed,Professional,Rent,Suburban,60536,2058,770,2,49892,13231,0,20000,171,Education,7.36,Unsecured,No,1,11,0.27,1
7214,Male,31,Married,2,High School,Employed,Business,Own,Suburban,53039,3907,824,2,21109,20216,0,20000,145,Vehicle,11.79,Unsecured,Yes,2,10,0.77,1
7215,Male,42,Married,3,Graduate,Self-Employed,Salaried,Own,Rural,98265,2823,718,2,20944,14493,1,21717,106,Personal,12.27,Secured,Yes,7,29,0.29,0
7216,Female,25,Divorced,3,Graduate,Unemployed,Freelancer,Own,Suburban,121161,1162,847,0,35500,22122,0,34397,76,Personal,6.95,Unsecured,Yes,6,21,0.61,1
7217,Male,42,Married,1,Graduate,Employed,Salaried,Own,Suburban,99093,3521,740,2,14199,14887,1,22416,139,Personal,6.54,Unsecured,Yes,2,12,0.64,1
7218,Female,46,Married,2,Graduate,Employed,Salaried,Rent,Suburban,24676,1205,349,1,6322,16793,0,6717,74,Home,13.13,Secured,No,1,8,0.82,0
7219,Female,58,Married,3,Postgraduate,Employed,Salaried,Rent,Urban,69319,1991,333,1,37176,13843,0,10764,224,Vehicle,3.57,Unsecured,No,8,12,0.64,0
7220,Male,25,Married,2,Graduate,Employed,Business,Own,Rural,31657,2102,489,2,43704,13444,0,8582,94,Vehicle,14.88,Secured,Yes,3,23,0.11,0
7221,Male,66,Single,0,Graduate,Employed,Business,Own,Urban,61855,1761,557,2,27133,8250,1,5781,184,Education,13.17,Secured,Yes,7,28,0.46,0
7222,Female,26,Single,1,Graduate,Self-Employed,Business,Own,Suburban,96421,3274,819,2,43962,6806,0,26515,198,Home,3.88,Secured,Yes,9,8,0.59,1
7223,Male,28,Married,3,Graduate,Employed,Freelancer,Own,Urban,143457,983,830,1,4853,13361,0,32346,133,Home,12.83,Secured,Yes,4,12,0.68,1
7224,Male,39,Single,2,High School,Self-Employed,Salaried,Own,Urban,77778,2735,745,2,7331,28468,0,21713,163,Personal,13.18,Secured,No,8,9,0.61,1
7225,Female,25,Single,0,Postgraduate,Unemployed,Business,Other,Rural,64040,1893,555,1,767,15457,0,12377,191,Home,5.6,Unsecured,Yes,6,17,0.47,0
7226,Male,47,Married,2,Graduate,Self-Employed,Salaried,Own,Urban,61576,1609,341,0,36457,1583,1,23513,205,Home,10.92,Unsecured,Yes,3,12,0.63,0
7227,Female,64,Married,2,High School,Employed,Freelancer,Other,Suburban,59996,849,582,2,11046,143,1,21897,217,Home,9.81,Secured,No,6,28,0.88,0
7228,Male,49,Married,3,Postgraduate,Employed,Business,Own,Suburban,139988,3448,735,2,16959,16019,0,38990,94,Home,5.46,Unsecured,No,7,10,0.42,0
7229,Male,56,Married,0,Postgraduate,Self-Employed,Salaried,Other,Suburban,56432,2007,425,2,28619,12275,0,5779,87,Education,4.7,Unsecured,No,2,13,0.08,0
7230,Female,48,Single,1,Graduate,Employed,Freelancer,Own,Rural,143628,2471,746,2,30,11436,1,20250,27,Education,9.59,Secured,Yes,1,12,0.5,0
7231,Male,33,Married,3,Graduate,Self-Employed,Freelancer,Own,Urban,52719,1458,780,0,21184,19504,0,20000,33,Education,14.73,Secured,Yes,3,12,0.04,1
7232,Female,44,Married,1,Postgraduate,Unemployed,Freelancer,Rent,Urban,134684,4834,820,1,5594,21500,0,23161,23,Personal,6.39,Secured,Yes,1,8,0.47,1
7233,Male,36,Divorced,1,Graduate,Self-Employed,Professional,Own,Urban,148577,2770,822,1,21920,27090,0,26961,188,Personal,10.21,Secured,No,1,29,0.16,1
7234,Female,28,Married,0,Graduate,Employed,Business,Rent,Rural,132647,1044,785,0,49618,23634,0,37841,147,Personal,4.15,Unsecured,No,5,14,0.45,1
7235,Male,38,Married,3,High School,Employed,Salaried,Rent,Urban,93581,2129,821,0,38211,15649,0,25349,169,Home,9.69,Unsecured,No,7,28,0.26,0
7236,Female,35,Single,3,High School,Self-Employed,Freelancer,Rent,Suburban,59669,2804,740,2,8914,29520,0,20000,118,Home,14.22,Unsecured,No,8,12,0.41,0
7237,Female,43,Single,2,Postgraduate,Self-Employed,Salaried,Rent,Suburban,143895,4901,849,0,15584,1797,0,35637,238,Home,10.21,Unsecured,Yes,5,27,0.57,1
7238,Male,31,Single,3,High School,Employed,Business,Own,Rural,50485,1625,377,1,17565,21636,0,18407,86,Home,8.35,Secured,Yes,2,5,0.16,0
7239,Female,35,Married,0,Graduate,Employed,Salaried,Rent,Urban,121513,2571,714,0,8675,6458,0,30408,53,Personal,12.9,Secured,No,3,8,0.23,1
7240,Female,44,Single,0,High School,Self-Employed,Business,Own,Urban,58492,2412,805,0,24024,1488,0,20000,205,Education,7.39,Secured,Yes,4,16,0.81,1
7241,Male,30,Single,2,Graduate,Employed,Freelancer,Own,Urban,32077,625,598,0,24674,24163,0,7483,156,Personal,7.22,Secured,Yes,4,18,0.05,0
7242,Male,63,Single,0,Graduate,Self-Employed,Freelancer,Rent,Suburban,61926,1531,582,1,17766,25599,0,15595,149,Education,4.18,Secured,No,3,28,0.98,0
7243,Female,37,Married,1,Graduate,Unemployed,Business,Rent,Urban,98212,2859,825,1,19799,4928,0,28053,204,Home,12.74,Secured,Yes,8,6,0.12,1
7244,Female,41,Married,3,Graduate,Employed,Business,Own,Urban,61576,4061,755,1,1217,560,0,20000,64,Personal,13.4,Secured,Yes,8,25,0.22,1
7245,Female,40,Married,2,High School,Self-Employed,Business,Other,Urban,98270,4410,734,0,39258,29408,1,26661,35,Home,6.67,Secured,Yes,9,23,0.82,1
7246,Male,32,Single,3,Graduate,Employed,Salaried,Own,Urban,123033,2592,811,1,10427,15161,0,28790,224,Personal,7.72,Unsecured,No,4,17,0.64,1
7247,Male,41,Married,3,Graduate,Unemployed,Professional,Own,Urban,131935,771,727,2,28205,19677,0,22026,94,Vehicle,8.72,Unsecured,Yes,8,7,0.48,0
7248,Female,49,Married,2,High School,Employed,Freelancer,Own,Urban,54426,1987,300,0,26639,22867,0,13791,148,Personal,6.55,Unsecured,No,7,27,0.47,0
7249,Male,36,Single,1,Postgraduate,Employed,Business,Own,Suburban,58448,3078,810,1,44744,10167,0,20000,231,Home,14.55,Secured,No,5,15,0.77,0
7250,Female,36,Single,2,Graduate,Employed,Professional,Rent,Suburban,63404,3101,463,0,2351,7782,0,9611,209,Education,6.19,Unsecured,Yes,1,13,0.78,0
7251,Male,26,Married,0,Graduate,Employed,Freelancer,Rent,Suburban,28733,1099,576,2,1525,21316,0,9316,217,Home,13.24,Unsecured,No,6,18,0.63,0
7252,Male,60,Married,1,Postgraduate,Unemployed,Salaried,Own,Suburban,66761,2748,454,1,11775,27418,1,18389,79,Home,5.21,Secured,No,7,29,0.24,0
7253,Female,25,Married,3,High School,Employed,Business,Own,Suburban,112468,4101,834,0,22620,16562,0,22312,75,Home,14.47,Unsecured,No,8,19,0.24,1
7254,Male,66,Single,1,Postgraduate,Employed,Professional,Own,Urban,28432,4819,359,2,33344,8522,0,5971,233,Personal,10.33,Secured,No,9,22,0.09,0
7255,Male,43,Single,0,Graduate,Employed,Freelancer,Own,Urban,133316,2164,789,2,29932,27272,0,29623,40,Education,7.45,Secured,Yes,7,28,0.7,1
7256,Male,37,Single,1,High School,Employed,Business,Rent,Urban,60719,3315,808,2,23319,20588,1,20000,81,Personal,11.45,Secured,No,5,13,0.41,1
7257,Female,36,Single,0,Postgraduate,Employed,Business,Rent,Rural,55777,2805,768,1,31962,28179,0,20000,231,Home,14.22,Secured,No,3,22,0.99,0
7258,Male,47,Single,1,High School,Employed,Freelancer,Own,Urban,63646,4667,837,0,36954,17561,1,20000,69,Home,6.91,Unsecured,Yes,3,23,0.61,1
7259,Female,61,Divorced,1,Graduate,Self-Employed,Salaried,Own,Suburban,56736,4183,527,0,42192,24834,1,12377,116,Home,6.27,Secured,No,7,16,0.34,0
7260,Male,37,Married,0,Graduate,Self-Employed,Professional,Rent,Rural,81439,998,809,2,5922,10667,0,22647,75,Personal,9.64,Unsecured,No,3,28,0.54,1
7261,Female,30,Divorced,2,Graduate,Unemployed,Salaried,Own,Rural,77052,3870,793,1,10954,3726,1,20934,36,Personal,3.68,Secured,Yes,6,28,0.64,1
7262,Male,37,Single,1,Graduate,Self-Employed,Salaried,Own,Urban,109820,4447,733,2,8499,10675,0,24695,60,Vehicle,9.41,Unsecured,No,0,20,0.52,1
7263,Male,45,Married,1,Postgraduate,Employed,Professional,Own,Urban,114625,1123,843,0,20065,19449,0,33978,199,Home,11.17,Unsecured,No,5,27,0.17,1
7264,Male,35,Single,3,High School,Employed,Professional,Rent,Suburban,96352,1523,792,0,13298,11691,0,22579,31,Education,13.26,Secured,Yes,6,14,0.42,1
7265,Female,69,Married,0,High School,Self-Employed,Business,Rent,Urban,42936,693,582,2,47472,13567,0,12559,195,Home,8.94,Unsecured,Yes,2,16,0.23,1
7266,Male,45,Married,2,Postgraduate,Employed,Professional,Rent,Suburban,102980,2085,761,1,2774,28502,0,26874,231,Personal,13.68,Unsecured,Yes,8,6,0.72,1
7267,Female,45,Married,3,High School,Self-Employed,Business,Rent,Urban,143723,952,775,1,47753,9591,0,41705,196,Personal,9.71,Secured,No,6,7,0.03,1
7268,Female,35,Single,0,Graduate,Unemployed,Professional,Rent,Urban,113649,1001,781,1,48808,28102,0,29363,115,Vehicle,10.32,Unsecured,Yes,6,9,0.08,1
7269,Female,36,Married,0,High School,Self-Employed,Salaried,Own,Suburban,125668,3426,758,0,38151,4742,1,36873,41,Personal,4.71,Secured,No,3,11,0.79,0
